latitude;longitude;tour;step;date;country;room
33.683947;-117.794694;THE FAME BALL TOUR;Étape 3 - Amérique du Nord;09.05.2009;Irvine;Verizon Wireless Amphitheatre
38.580461;-121.530234;THE FAME BALL TOUR;Étape 3 - Amérique du Nord;10.05.2009;West Sacramento;Raley Field
-36.84846;174.763331;THE FAME BALL TOUR;Étape 4 - Océanie;16.05.2009;Auckland;Vector Arena
-27.471011;153.023449;THE FAME BALL TOUR;Étape 4 - Océanie;19.05.2009;Brisbane;Entertainment Centre
54.978252;-1.61778;THE FAME BALL TOUR;Étape 4 - Océanie;21.05.2009;Newcastle;Entertainment Centre
-33.867487;151.20699;THE FAME BALL TOUR;Étape 4 - Océanie;22.05.2009;Sydney;Acer Arena
-33.867487;151.20699;THE FAME BALL TOUR;Étape 4 - Océanie;23.05.2009;Sydney;Acer Arena
-33.867487;151.20699;THE FAME BALL TOUR;Étape 4 - Océanie;25.05.2009;Sydney;Paddington Uniting Church
28.083627;-80.608109;THE FAME BALL TOUR;Étape 4 - Océanie;26.05.2009;Melbourne;Rod Laver Arena
28.083627;-80.608109;THE FAME BALL TOUR;Étape 4 - Océanie;27.05.2009;Melbourne;Rod Laver Arena
-34.928499;138.600746;THE FAME BALL TOUR;Étape 4 - Océanie;28.05.2009;Adélaïde;Entertainment Centre
-31.953513;115.857047;THE FAME BALL TOUR;Étape 4 - Océanie;30.05.2009;Perth;Burswood Dome
35.6804;139.769017;THE FAME BALL TOUR;Étape 5 - Asie;08.06.2009;Tokyo;Shibuya-AX
1.290602;103.846474;THE FAME BALL TOUR;Étape 5 - Asie;14.06.2009;Clarke Quay;The Dome
37.566535;126.977969;THE FAME BALL TOUR;Étape 5 - Asie;17.06.2009;Séoul;Club Answer
43.653226;-79.383184;THE FAME BALL TOUR;Étape 6 - Amérique du Nord;19.06.2009;Toronto;Kool Haus
51.165725;-2.589688;THE FAME BALL TOUR;Étape 7 - Europe;26.06.2009;Pilton;Glastonbury Festival
53.480759;-2.242631;THE FAME BALL TOUR;Étape 7 - Europe;29.06.2009;Manchester;Manchester Academy
51.896892;-8.486316;THE FAME BALL TOUR;Étape 7 - Europe;01.07.2009;Cork;The Marquee
50.97278;4.70007;THE FAME BALL TOUR;Étape 7 - Europe;03.07.2009;Werchter;Rock Werchter Festival
51.507351;-0.127758;THE FAME BALL TOUR;Étape 7 - Europe;04.07.2009;Londres;G-A-Y
51.507351;-0.127758;THE FAME BALL TOUR;Étape 7 - Europe;04.07.2009;Londres;Wembley Stadium
51.507351;-0.127758;THE FAME BALL TOUR;Étape 7 - Europe;05.07.2009;Londres;Wembley Stadium
35.898908;14.514553;THE FAME BALL TOUR;Étape 7 - Europe;08.07.2009;La Valette;Fosos Square
48.856614;2.352222;THE FAME BALL TOUR;Étape 7 - Europe;09.07.2009;Paris;L'Olympia
56.206132;-3.4229;THE FAME BALL TOUR;Étape 7 - Europe;11.07.2009;Kinross;T in the Park Festival
53.220565;-6.659308;THE FAME BALL TOUR;Étape 7 - Europe;12.07.2009;Naas;Oxegen Festival
53.480759;-2.242631;THE FAME BALL TOUR;Étape 7 - Europe;13.07.2009;Manchester;Manchester Apollo
51.507351;-0.127758;THE FAME BALL TOUR;Étape 7 - Europe;14.07.2009;Londres;O2 Academy Brixton
48.135125;11.581981;THE FAME BALL TOUR;Étape 7 - Europe;16.07.2009;Munich;Zenith
50.937531;6.960279;THE FAME BALL TOUR;Étape 7 - Europe;17.07.2009;Cologne;Palladium
52.520007;13.404954;THE FAME BALL TOUR;Étape 7 - Europe;18.07.2009;Berlin;Columbiahalle
52.370216;4.895168;THE FAME BALL TOUR;Étape 7 - Europe;20.07.2009;Amsterdam;Melkweg
47.36865;8.539183;THE FAME BALL TOUR;Étape 7 - Europe;21.07.2009;Zürich;Maag Event Hall
48.208174;16.373819;THE FAME BALL TOUR;Étape 7 - Europe;22.07.2009;Vienne;Gasometer
1.484935;39.023257;THE FAME BALL TOUR;Étape 7 - Europe;24.07.2009;Ibiza;Wonderland Eden
52.370216;4.895168;THE FAME BALL TOUR;Étape 7 - Europe;25.07.2009;Amsterdam;Paradiso
53.551085;9.993682;THE FAME BALL TOUR;Étape 7 - Europe;26.07.2009;Hambourg;Stadtpark Freilichtbühne
60.173324;24.941025;THE FAME BALL TOUR;Étape 7 - Europe;28.07.2009;Helsinki;Kulttuuritalo
59.913869;10.752245;THE FAME BALL TOUR;Étape 7 - Europe;30.07.2009;Oslo;Sentrum Scene
55.676097;12.568337;THE FAME BALL TOUR;Étape 7 - Europe;31.07.2009;Copenhague;K.B. Hallen
63.176683;14.636068;THE FAME BALL TOUR;Étape 7 - Europe;01.08.2009;Östersund;Storsjöyran
59.329324;18.068581;THE FAME BALL TOUR;Étape 7 - Europe;02.08.2009;Stockholm;Gröna Lund
34.693738;135.502165;THE FAME BALL TOUR;Étape 8 - Asie;07.08.2009;Osaka;Summer Sonic Festival
35.607267;140.106291;THE FAME BALL TOUR;Étape 8 - Asie;08.08.2009;Chiba;Summer Sonic Festival
37.566535;126.977969;THE FAME BALL TOUR;Étape 8 - Asie;09.08.2009;Séoul;Olympic Gymnastics Arena
14.676041;121.0437;THE FAME BALL TOUR;Étape 8 - Asie;11.08.2009;Quezon City;Araneta Coliseum
1.352083;103.819836;THE FAME BALL TOUR;Étape 8 - Asie;12.08.2009;Singapour;Fort Canning Park
22.145734;113.563634;THE FAME BALL TOUR;Étape 8 - Asie;15.08.2009;Cotai Strip;Venetian Arena
32.0853;34.781768;THE FAME BALL TOUR;Étape 8 - Asie;19.08.2009;Tel Aviv;Trade Fairs & Convention Center
52.769796;-2.104524;THE FAME BALL TOUR;Étape 9 - Europe;22.08.2009;Staffordshire;Weston Park
51.735587;0.46855;THE FAME BALL TOUR;Étape 9 - Europe;23.08.2009;Chelmsford;V fest
37.540725;-77.436048;THE FAME BALL TOUR;Étape 10 - Amérique du Nord;28.09.2009;Richmond;Landmark Theater
38.907192;-77.036871;THE FAME BALL TOUR;Étape 10 - Amérique du Nord;29.09.2009;Washington D.C;DAR Constitution Hall
