latitude;longitude;tour;step;date;city;room
43.653226;-79.383184;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;11.07.2010;Toronto;Air Canada Centre
43.653226;-79.383184;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;12.07.2010;Toronto;Air Canada Centre
41.49932;-81.694361;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;14.07.2010;Cleveland;Quicken Loans Arena
39.768403;-86.158068;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;15.07.2010;Indianapolis;Conseco Fieldhouse
38.627003;-90.199404;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;17.07.2010;Saint-Louis;Scottrade Center
35.473868;-97.504761;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;20.07.2010;Oklahoma;Ford Center
32.776664;-96.796988;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;22.07.2010;Dallas;American Airlines Center
32.776664;-96.796988;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;23.07.2010;Dallas;American Airlines Center
29.760427;-95.369803;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;25.07.2010;Houston;Toyota Center
29.760427;-95.369803;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;26.07.2010;Houston;Toyota Center
39.739236;104.990251;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;28.07.2010;Denver;Pepsi Center
33.448377;-112.074037;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;31.07.2010;Phoenix;US Airways Center
39.099727;-94.578567;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;03.08.2010;Kansas City;Sprint Center
41.878114;-87.629798;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;06.08.2010;Chicago;Grant Park
34.04583233;-118.2499695;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;11.08.2010;Los Angeles;Staples Center
34.04583233;-118.2499695;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;12.08.2010;Los Angeles;Staples Center
36.169941;-115.13983;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;13.08.2010;Las Vegas;MGM Grand Garden Arena
37.338208;-121.886329;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;16.08.2010;San José;HP Pavilion At San Jose
37.338208;-121.886329;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;17.08.2010;San José;HP Pavilion At San Jose
45.523062;-122.676482;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;19.08.2010;Portland;Rose Garden Arena
47.252877;-122.444291;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;21.08.2010;Tacoma;Tacoma Dome
45.638728;-122.661486;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;23.08.2010;Vancouver;General Motors Place
45.638728;-122.661486;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;24.08.2010;Vancouver;General Motors Place
53.544389;-113.490927;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;26.08.2010;Edmonton;Rexall Place
53.544389;-113.490927;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;27.08.2010;Edmonton;Rexall Place
44.953703;-93.089958;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;30.08.2010;Saint Paul;Xcel Energy Center
44.953703;-93.089958;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;31.08.2010;Saint Paul;Xcel Energy Center
43.038902;-87.906474;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;02.09.2010;Milwaukee;Bradley Center
42.331427;-83.045754;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;04.09.2010;Détroit;The Palace of Auburn Hills
40.440625;-79.995886;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;05.09.2010;Pittsburgh;Consol Energy Center
38.907192;-77.036871;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;07.09.2010;Washington D.C;Verizon Center
38.029306;-78.476678;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;08.09.2010;Charlottesville;John Paul Jones Arena
39.952584;-75.165222;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;14.09.2010;Philadelphie;Wachovia Center
39.952584;-75.165222;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;15.09.2010;Philadelphie;Wachovia Center
41.763711;-72.685093;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;16.09.2010;Hartford;XL Center
35.227087;-80.843127;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;18.09.2010;Charlotte;Time Warner Cable Arena
35.77959;-78.638179;THE MONSTER BALL TOUR;Étape 6 - Amérique du Nord;19.09.2010;Raleigh;RBC Center
60.173324;24.941025;THE MONSTER BALL TOUR;Étape 7 - Europe;13.10.2010;Helsinki;Hartwall Arena
60.173324;24.941025;THE MONSTER BALL TOUR;Étape 7 - Europe;14.10.2010;Helsinki;Hartwall Arena
59.913869;10.752245;THE MONSTER BALL TOUR;Étape 7 - Europe;16.10.2010;Oslo;Oslo Spektrum
59.913869;10.752245;THE MONSTER BALL TOUR;Étape 7 - Europe;17.10.2010;Oslo;Oslo Spektrum
56.138557;8.967322;THE MONSTER BALL TOUR;Étape 7 - Europe;20.10.2010;Herning;Herning Arena
53.349805;-6.26031;THE MONSTER BALL TOUR;Étape 7 - Europe;26.10.2010;Dublin;O2 Dublin
53.349805;-6.26031;THE MONSTER BALL TOUR;Étape 7 - Europe;27.10.2010;Dublin;O2 Dublin
53.349805;-6.26031;THE MONSTER BALL TOUR;Étape 7 - Europe;29.10.2010;Dublin;O2 Dublin
54.597285;-5.93012;THE MONSTER BALL TOUR;Étape 7 - Europe;30.10.2010;Belfast;Odyssey Arena
54.597285;-5.93012;THE MONSTER BALL TOUR;Étape 7 - Europe;01.11.2010;Belfast;Odyssey Arena
54.597285;-5.93012;THE MONSTER BALL TOUR;Étape 7 - Europe;02.11.2010;Belfast;Odyssey Arena
45.815011;15.981919;THE MONSTER BALL TOUR;Étape 7 - Europe;05.11.2010;Zagreb;Zagreb Arena
47.497912;19.040235;THE MONSTER BALL TOUR;Étape 7 - Europe;07.11.2010;Budapest;Papp László Budapest Sportaréna
45.070312;7.686857;THE MONSTER BALL TOUR;Étape 7 - Europe;09.11.2010;Turin;Palaolimpico
48.208174;16.373819;THE MONSTER BALL TOUR;Étape 7 - Europe;11.11.2010;Vienne;Wiener Stadthalle
47.36865;8.539183;THE MONSTER BALL TOUR;Étape 7 - Europe;14.11.2010;Zürich;Hallenstadion
47.36865;8.539183;THE MONSTER BALL TOUR;Étape 7 - Europe;15.11.2010;Zürich;Hallenstadion
50.075538;14.4378;THE MONSTER BALL TOUR;Étape 7 - Europe;17.11.2010;Prague;O2 Arena
55.604981;13.003822;THE MONSTER BALL TOUR;Étape 7 - Europe;19.11.2010;Malmö;Malmö Arena
43.604652;1.444209;THE MONSTER BALL TOUR;Étape 7 - Europe;20.11.2010;Toulouse;Zenith de Toulouse
43.604652;1.444209;THE MONSTER BALL TOUR;Étape 7 - Europe;23.11.2010;Toulouse;Zenith de Toulouse
54.352025;18.646638;THE MONSTER BALL TOUR;Étape 7 - Europe;26.11.2010;Gdansk;Gdansk Arena
51.92442;4.477733;THE MONSTER BALL TOUR;Étape 7 - Europe;29.11.2010;Rotterdam;The Ahoy
51.92442;4.477733;THE MONSTER BALL TOUR;Étape 7 - Europe;30.11.2010;Rotterdam;The Ahoy
45.764043;4.835659;THE MONSTER BALL TOUR;Étape 7 - Europe;02.12.2010;Lyon;Halle Tony Garnier
45.465422;9.185924;THE MONSTER BALL TOUR;Étape 7 - Europe;04.12.2010;Milan;Mediolanum Forum
45.465422;9.185924;THE MONSTER BALL TOUR;Étape 7 - Europe;05.12.2010;Milan;Mediolanum Forum
41.385064;2.173403;THE MONSTER BALL TOUR;Étape 7 - Europe;07.12.2010;Barcelone;Palau Sant Jordi
38.722252;-9.139337;THE MONSTER BALL TOUR;Étape 7 - Europe;10.12.2010;Lisbonne;Pavilhão Atlântico
40.416775;-3.70379;THE MONSTER BALL TOUR;Étape 7 - Europe;12.12.2010;Madrid;Palacio de Deportes
51.507351;-0.127758;THE MONSTER BALL TOUR;Étape 7 - Europe;16.12.2010;Londres;Millenium Dome
51.507351;-0.127758;THE MONSTER BALL TOUR;Étape 7 - Europe;17.12.2010;Londres;Millenium Dome
48.856614;2.352222;THE MONSTER BALL TOUR;Étape 7 - Europe;20.12.2010;Paris;Bercy Arena
48.856614;2.352222;THE MONSTER BALL TOUR;Étape 7 - Europe;21.12.2010;Paris;Bercy Arena
39.364283;-74.422927;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;19.02.2011;Atlantic City;Boardwalk Hall
40.712784;-74.005941;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;21.02.2011;New York;Madison Square Garden
40.712784;-74.005941;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;22.02.2011;New York;Madison Square Garden
38.907192;-77.036871;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;24.02.2011;Washington D.C;Verizon Center
40.440625;-79.995886;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;26.02.2011;Pittsburgh;Consol Energy Center
41.878114;-87.629798;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;28.02.2011;Chicago;United Center
42.96336;-85.668086;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;01.03.2011;Grand Rapids;Van Andel Arena
43.653226;-79.383184;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;03.03.2011;Toronto;Air Canada Centre
42.886447;-78.878369;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;04.03.2011;Buffalo;HSBC Arena
45.42153;-75.697193;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;06.03.2011;Ottawa;Scotiabank Place
42.360082;-71.05888;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;08.03.2011;Boston;TD Garden
39.961176;-82.998794;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;10.03.2011;Columbus;Jerome Schottenstein Center
38.252665;-85.758456;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;12.03.2011;Louisville;KFC Yum! Center
32.776664;-96.796988;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;14.03.2011;Dallas;American Airlines Center
29.424122;-98.493628;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;15.03.2011;San Antonio;AT&T Center
41.252363;-95.997988;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;17.03.2011;Omaha;Qwest Center
40.760779;-111.891047;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;19.03.2011;Salt Lake City;Energy Solutions Arena
37.804364;-122.271114;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;22.03.2011;Oakland;Oracle Arena
38.581572;-121.4944;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;23.03.2011;Sacramento;Arco Arena
36.169941;-115.13983;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;25.03.2011;Las Vegas;MGM Grand Garden Arena
33.448377;-112.074037;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;26.03.2011;Phoenix;US Airways Center
34.04583233;-118.2499695;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;28.03.2011;Los Angeles;Staples Center
32.71451081;-117.1925354;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;29.03.2011;San Diego;Viejas Arena
33.835293;-117.914504;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;31.03.2011;Anaheim;Honda Center
36.153982;-95.992775;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;04.04.2011;Tulsa;BOK Center
30.267153;-97.743061;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;06.04.2011;Austin;Frank Erwin Center
29.760427;-95.369803;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;08.04.2011;Houston;Toyota Center
29.951066;-90.071532;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;09.04.2011;La Nouvelle-Orléans;New Orleans Arena
26.122439;-80.137317;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;12.04.2011;Fort Lauderdale;BankAtlantic Center
25.76168;-80.19179;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;13.04.2011;Miami;American Airlines Arena
28.538335;-81.379237;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;15.04.2011;Orlando;Amway Center
27.950575;-82.457178;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;16.04.2011;Tampa;St. Pete Times Forum
33.748995;-84.387982;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;18.04.2011;Atlanta;Gwinnett Center
36.162664;-86.781602;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;19.04.2011;Nashville;Bridgestone Arena
40.735657;-74.172367;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;22.04.2011;Newark;Prudential Center
40.700379;-73.592906;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;23.04.2011;Uniondale;Nassau Coliseum
45.501689;-73.567256;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;25.04.2011;Montréal;Centre Bell
41.49932;-81.694361;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;27.04.2011;Cleveland;Quicken Loans Arena
20.659699;-103.349609;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;03.05.2011;Guadalajara;Stade 3 de marzo
23.634501;-102.552784;THE MONSTER BALL TOUR;Étape 8 - Amérique du Nord;05.05.2011;Mexico;Foro Sol
-31.953513;115.857047;THE MONSTER BALL TOUR;Étape 3 - Océanie;01.04.2017;Perth;Burswood Dome
